type,ev
Health Insurance,80002
401(k),152907
401(k),133135
Paid Time Off,73437
401(k),95256
Stock Options,133401
401(k),141716
Stock Options,177462
Health Insurance,199601
Health Insurance,178012
Stock Options,179121
Health Insurance,112376
401(k),91594
401(k),141968
Remote Work,89133
Remote Work,118339
Paid Time Off,87001
401(k),142459
401(k),73197
401(k),108958
401(k),160849
Health Insurance,106639
401(k),175070
Paid Time Off,108876
401(k),58851
401(k),128424
401(k),149261
Paid Time Off,128345
Stock Options,83064
401(k),150452
401(k),80570
401(k),170477
Health Insurance,91383
401(k),147132
Remote Work,89982
Health Insurance,167115
Health Insurance,120717
Remote Work,50663
Remote Work,154447
Health Insurance,60777
Health Insurance,69213
401(k),145563
401(k),59591
401(k),121628
Paid Time Off,183668
Stock Options,90766
Paid Time Off,145396
Health Insurance,56668
401(k),66417
Paid Time Off,161540
401(k),140460
401(k),159959
401(k),195362
Paid Time Off,120559
401(k),185487
401(k),74864
Paid Time Off,85592
401(k),126047
401(k),186509
Paid Time Off,90001
Paid Time Off,59506
401(k),199728
Remote Work,57226
Remote Work,180504
401(k),127141
401(k),92773
401(k),86106
Paid Time Off,59943
Paid Time Off,97653
Stock Options,101896
Health Insurance,198929
Stock Options,73549
Stock Options,124521
401(k),59206
401(k),155833
401(k),115761
401(k),115363
Remote Work,83813
Health Insurance,188708
401(k),136830
401(k),111410
401(k),90488
401(k),75008
401(k),170978
401(k),142661
401(k),170809
Remote Work,68003
Stock Options,87013
Remote Work,128904
Health Insurance,50584
401(k),192118
Paid Time Off,161504
401(k),50964
Remote Work,143369
Stock Options,100984
Paid Time Off,190351
Health Insurance,141190
Health Insurance,58015
Paid Time Off,146203
401(k),121405
401(k),90530
Remote Work,75765
401(k),81500
401(k),138893
Health Insurance,132795
Paid Time Off,56833
Health Insurance,124063
401(k),124351
401(k),132731
Paid Time Off,118975
401(k),181199
Stock Options,129458
401(k),154579
Stock Options,181108
Paid Time Off,141457
401(k),151107
401(k),96482
Health Insurance,144438
401(k),93515
Remote Work,164812
Paid Time Off,118966
Stock Options,166133
Remote Work,75879
Paid Time Off,69306
401(k),62683
401(k),75272
401(k),166989
401(k),170470
401(k),104391
Health Insurance,51829
401(k),67474
401(k),115209
Paid Time Off,149264
Remote Work,80942
401(k),144715
401(k),125360
Stock Options,66849
Paid Time Off,63561
401(k),158619
Paid Time Off,172298
Remote Work,94075
401(k),153508
Remote Work,96742
401(k),143480
Stock Options,89900
401(k),174306
401(k),176774
401(k),153114
Health Insurance,88120
401(k),53133
401(k),55725
401(k),68563
401(k),180202
401(k),77183
Remote Work,174544
401(k),129715
Paid Time Off,182759
Remote Work,126593
401(k),146806
401(k),134058
401(k),160034
Health Insurance,183331
Remote Work,88065
Remote Work,173763
401(k),188013
Stock Options,81022
Remote Work,130778
Remote Work,115887
401(k),170495
Health Insurance,166918
Paid Time Off,87722
Health Insurance,174767
401(k),114058
401(k),123382
401(k),149910
Paid Time Off,101607
Paid Time Off,159155
Remote Work,105714
401(k),94663
401(k),147506
401(k),93312
Health Insurance,179676
401(k),66951
401(k),123920
Paid Time Off,183437
Paid Time Off,89514
Paid Time Off,128963
401(k),115035
401(k),114142
Remote Work,162064
Remote Work,163321
401(k),150362
Stock Options,66773
Stock Options,153714
Stock Options,191363
401(k),58194
401(k),69002
401(k),70655
Stock Options,178185
Remote Work,145036
Paid Time Off,181762
Stock Options,151471
Remote Work,184087
Stock Options,78610
Health Insurance,139212
401(k),193931
401(k),59930
401(k),146285
401(k),120929
Stock Options,154649
Remote Work,140037
Health Insurance,96840
401(k),139005
401(k),92285
401(k),148195
401(k),92687
401(k),143064
401(k),67545
Paid Time Off,149526
401(k),63939
Remote Work,169800
401(k),116492
Stock Options,189371
401(k),139864
401(k),170404
Health Insurance,130739
401(k),93225
401(k),66769
Stock Options,154916
401(k),101631
Remote Work,144204
Remote Work,101758
Paid Time Off,154634
Health Insurance,180163
Health Insurance,106437
401(k),102556
401(k),121603
401(k),178713
401(k),107141
Health Insurance,127280
401(k),178547
Stock Options,177844
Stock Options,55534
Stock Options,117140
Stock Options,185162
401(k),56307
401(k),125511
401(k),157834
Stock Options,61231
Remote Work,195303
401(k),67004
Paid Time Off,179554
401(k),96139
Remote Work,182951
Remote Work,121095
401(k),197820
401(k),140948
Health Insurance,126729
Paid Time Off,172830
Stock Options,68838
Remote Work,190296
401(k),120913
401(k),95903
Remote Work,52177
Stock Options,84761
Remote Work,81318
401(k),59893
Remote Work,135981
Health Insurance,64439
Paid Time Off,164282
Paid Time Off,162884
401(k),150420
401(k),88690
Health Insurance,75849
Stock Options,84758
Health Insurance,195756
401(k),107051
Stock Options,91497
Paid Time Off,84014
Stock Options,80571
401(k),100158
Paid Time Off,99054
Paid Time Off,169894
Remote Work,114757
Remote Work,99853
Remote Work,196873
Health Insurance,156732
Remote Work,88128
Health Insurance,68100
Remote Work,192974
401(k),102925
Stock Options,108932
Paid Time Off,152092
401(k),61731
401(k),88862
401(k),148113
Health Insurance,165807
401(k),95318
401(k),75357
Remote Work,91776
401(k),99383
401(k),105576
401(k),80664
401(k),95732
Health Insurance,162869
Paid Time Off,120302
Stock Options,100924
Paid Time Off,112830
401(k),68604
401(k),137483
Paid Time Off,155499
401(k),188238
Paid Time Off,135010
Remote Work,171301
401(k),196171
Stock Options,110340
401(k),136636
Remote Work,182112
401(k),90290
Remote Work,85310
401(k),146838
Paid Time Off,74708
Health Insurance,112230
401(k),121769
401(k),176724
401(k),97312
Remote Work,57394
Remote Work,134922
Paid Time Off,164471
401(k),116273
401(k),138833
Remote Work,84335
Health Insurance,132614
401(k),76965
401(k),151178
Remote Work,60971
Paid Time Off,186987
Health Insurance,187545
401(k),81480
Stock Options,85134
Health Insurance,122148
401(k),179446
401(k),111980
Stock Options,116927
401(k),70163
Health Insurance,166363
401(k),63946
401(k),109292
Health Insurance,62014
401(k),100353
Health Insurance,80866
401(k),154940
401(k),187206
Paid Time Off,73560
Remote Work,87220
401(k),186753
Stock Options,191483
401(k),57933
401(k),73317
401(k),104909
Health Insurance,162032
401(k),193958
401(k),178793
401(k),66707
Stock Options,104634
Paid Time Off,57055
401(k),54610
401(k),75022
Health Insurance,111614
Remote Work,158430
Stock Options,188964
401(k),151083
Health Insurance,55254
401(k),169649
401(k),174189
Health Insurance,95037
401(k),161093
Stock Options,59134
401(k),176470
Remote Work,120131
Remote Work,111464
Stock Options,83923
401(k),175350
401(k),89379
401(k),156271
Remote Work,86308
Remote Work,124569
401(k),139804
Stock Options,94160
401(k),179918
401(k),52248
Paid Time Off,188503
401(k),164819
Health Insurance,134030
Remote Work,89558
401(k),95962
401(k),65676
401(k),90673
401(k),67529
401(k),110770
401(k),144029
Paid Time Off,197617
Remote Work,115571
Stock Options,58790
Paid Time Off,62610
Stock Options,94561
401(k),68206
401(k),178675
Remote Work,58473
Stock Options,123448
401(k),165191
Paid Time Off,156610
Remote Work,177468
Remote Work,112749
Remote Work,86944
Health Insurance,141631
Remote Work,128777
401(k),178414
Remote Work,144129
401(k),199167
Paid Time Off,165611
401(k),87727
401(k),59106
Health Insurance,66706
Paid Time Off,74502
401(k),126427
Remote Work,177344
401(k),180597
Paid Time Off,56804
401(k),139315
401(k),147188
401(k),160011
Paid Time Off,113434
Stock Options,60383
401(k),169683
Remote Work,111724
401(k),191642
401(k),185451
Health Insurance,124592
401(k),54654
Paid Time Off,117371
401(k),194937
401(k),171850
401(k),77256
Health Insurance,117005
Remote Work,99691
401(k),188273
Health Insurance,151696
401(k),126234
Remote Work,141829
401(k),183703
Health Insurance,180308
Health Insurance,165152
401(k),82163
Stock Options,131830
Paid Time Off,51809
401(k),174869
Stock Options,77914
401(k),102407
Remote Work,84980
401(k),124458
Paid Time Off,113619
Remote Work,148559
Paid Time Off,70802
401(k),64859
Remote Work,52727
401(k),74352
Health Insurance,119486
401(k),66170
Remote Work,102942
Health Insurance,162340
401(k),67706
401(k),117673
401(k),155161
401(k),72697
401(k),138168
Health Insurance,134765
401(k),155841
401(k),124737
401(k),140386
401(k),186407
Remote Work,128845
Health Insurance,169708
401(k),146032
Health Insurance,134758
401(k),60086
401(k),77899
Stock Options,187946
Remote Work,176536
401(k),177431
401(k),123522
401(k),77874
401(k),105849
Paid Time Off,110690
Paid Time Off,186517
Stock Options,68707
401(k),172034
401(k),66002
401(k),95658
Paid Time Off,120615
Stock Options,57450
401(k),71790
401(k),111137
401(k),66201
Stock Options,144006
401(k),105274
Health Insurance,55145
Remote Work,187982
Remote Work,162127
401(k),166290
401(k),147651
Stock Options,194548
Stock Options,72977
401(k),167875
Remote Work,63202
Stock Options,174443
401(k),143883
Remote Work,133991
Paid Time Off,146833
Remote Work,186494
401(k),92414
Health Insurance,81928
Stock Options,152742
401(k),63262
Remote Work,102536
Paid Time Off,158719
401(k),71760
Paid Time Off,126506
Health Insurance,132605
401(k),188444
401(k),102355
Paid Time Off,89725
Stock Options,54554
Health Insurance,74033
401(k),166731
Health Insurance,100958
Stock Options,110066
Remote Work,144709
Paid Time Off,150959
Remote Work,51964
401(k),112497
401(k),63118
Remote Work,92418
Remote Work,181741
401(k),148185
Paid Time Off,158174
Paid Time Off,75648
Paid Time Off,66311
401(k),118762
401(k),87714
Paid Time Off,186107
401(k),185919
Paid Time Off,88703
401(k),103939
401(k),177483
Stock Options,100652
401(k),105597
Stock Options,101708
Paid Time Off,129236
401(k),144673
Health Insurance,169435
Health Insurance,116186
Remote Work,179393
401(k),182568
Paid Time Off,51805
Stock Options,86728
Stock Options,89636
Stock Options,146181
Stock Options,84664
401(k),130052
Stock Options,139923
401(k),174085
Health Insurance,95945
Stock Options,147141
Stock Options,66749
401(k),139084
401(k),68057
401(k),57665
401(k),193105
401(k),117478
Paid Time Off,165156
401(k),172050
401(k),140680
Stock Options,182286
Health Insurance,97876
401(k),90894
Stock Options,84950
401(k),79753
Remote Work,57643
401(k),165693
401(k),137253
401(k),77381
401(k),180897
401(k),119471
Remote Work,134457
401(k),196119
Health Insurance,63539
Health Insurance,101393
Remote Work,164485
Paid Time Off,85920
Stock Options,110976
401(k),159630
Health Insurance,150909
Health Insurance,149101
Health Insurance,135414
Paid Time Off,62458
401(k),126781
401(k),179273
Remote Work,76023
Paid Time Off,89382
Paid Time Off,134582
Remote Work,171878
401(k),69751
401(k),70637
401(k),161948
401(k),105454
401(k),95844
Stock Options,90873
Stock Options,52919
401(k),87758
401(k),120003
401(k),156550
401(k),61643
401(k),105315
Remote Work,145649
Stock Options,83345
401(k),155245
401(k),71871
Health Insurance,82197
401(k),79287
Remote Work,156929
401(k),187768
Stock Options,160821
Health Insurance,194491
Stock Options,131377
401(k),123819
Remote Work,167595
401(k),174859
Remote Work,128643
Stock Options,63089
Paid Time Off,175252
401(k),175605
401(k),174636
Health Insurance,151674
401(k),73740
401(k),142004
401(k),129809
401(k),199628
Health Insurance,75943
Paid Time Off,128893
401(k),160243
Paid Time Off,68657
Health Insurance,176730
Remote Work,170822
Paid Time Off,94746
401(k),70059
Paid Time Off,61947
401(k),161986
401(k),188996
401(k),84109
Stock Options,186204
Stock Options,108473
401(k),63475
401(k),51677
401(k),52915
Paid Time Off,173477
Paid Time Off,195786
401(k),92162
Stock Options,116743
Remote Work,88697
Remote Work,148018
Paid Time Off,146281
401(k),171229
401(k),177127
Stock Options,106634
Stock Options,131603
401(k),174835
Stock Options,102147
Health Insurance,77186
401(k),145170
401(k),124478
Paid Time Off,75866
401(k),73862
Stock Options,186085
401(k),66260
401(k),83037
401(k),162250
Paid Time Off,183581
401(k),124971
401(k),115738
401(k),182263
Stock Options,113129
Stock Options,64655
401(k),148197
Stock Options,92962
401(k),52749
Health Insurance,117452
401(k),186605
Health Insurance,99613
Stock Options,66363
401(k),107164
Health Insurance,62098
Stock Options,151637
Paid Time Off,106348
401(k),160581
401(k),83448
401(k),186774
Health Insurance,122748
Paid Time Off,84647
401(k),160739
Remote Work,157938
Remote Work,126168
Stock Options,158248
Stock Options,61234
401(k),178533
Remote Work,96500
Health Insurance,136081
Stock Options,100122
401(k),57802
Health Insurance,188371
Health Insurance,151663
401(k),165732
Paid Time Off,94379
Paid Time Off,199778
Health Insurance,138082
Remote Work,148106
401(k),91136
Paid Time Off,98383
401(k),165890
Remote Work,152944
Paid Time Off,97978
Stock Options,172991
Paid Time Off,171113
Stock Options,102616
401(k),163552
Remote Work,119966
401(k),177717
401(k),169045
Health Insurance,175487
Health Insurance,173690
Health Insurance,146593
Stock Options,134115
Stock Options,190486
Health Insurance,93396
401(k),113671
Remote Work,150380
Paid Time Off,127208
401(k),130402
401(k),144248
401(k),194283
401(k),199319
Stock Options,190925
Health Insurance,174509
Remote Work,174064
401(k),89194
Paid Time Off,196906
Paid Time Off,143777
Health Insurance,95111
Paid Time Off,56625
Remote Work,156690
401(k),55036
401(k),64638
Remote Work,130562
Health Insurance,164229
401(k),129854
Stock Options,77539
401(k),99149
401(k),198170
Paid Time Off,107102
401(k),146637
Stock Options,168794
Health Insurance,191926
401(k),147661
401(k),94629
Stock Options,104843
Paid Time Off,86831
Stock Options,198684
Paid Time Off,81024
401(k),137559
Remote Work,119483
401(k),125977
401(k),68069
Stock Options,175938
Health Insurance,96644
Remote Work,70899
401(k),167161
401(k),129183
401(k),56431
401(k),85489
Health Insurance,102294
Paid Time Off,58439
Stock Options,70839
401(k),85813
401(k),139726
Health Insurance,191407
401(k),51696
401(k),88735
Stock Options,84238
Health Insurance,132613
401(k),82093
Health Insurance,194186
401(k),180337
Remote Work,115603
401(k),183950
401(k),168698
Stock Options,100993
Paid Time Off,180020
401(k),90011
401(k),161228
401(k),75210
401(k),175009
401(k),146757
Paid Time Off,165082
Stock Options,152342
Remote Work,129828
401(k),114632
401(k),125217
Stock Options,93727
401(k),74526
Stock Options,128350
Health Insurance,81034
401(k),127863
Health Insurance,124703
Remote Work,54144
Stock Options,121005
Stock Options,117626
Health Insurance,149971
Stock Options,156726
Remote Work,104146
401(k),154781
401(k),78877
Stock Options,112387
Stock Options,129982
401(k),62110
401(k),108852
401(k),199140
Stock Options,96418
401(k),126669
401(k),156034
Stock Options,130942
Paid Time Off,88694
Paid Time Off,177323
Paid Time Off,164515
Remote Work,95170
Remote Work,73201
401(k),96304
Health Insurance,102029
Health Insurance,77935
Stock Options,152839
Paid Time Off,181239
Health Insurance,140839
401(k),158116
401(k),103010
401(k),117009
Paid Time Off,100165
Stock Options,75600
Health Insurance,190539
Health Insurance,155026
Paid Time Off,145309
Health Insurance,105720
401(k),156497
Health Insurance,50526
Stock Options,65467
Paid Time Off,181024
Health Insurance,52383
Remote Work,79124
Health Insurance,82777
Paid Time Off,125102
401(k),58208
401(k),169639
Stock Options,133233
Remote Work,61736
Paid Time Off,104880
Remote Work,84787
401(k),140381
401(k),125562
Paid Time Off,104572
Stock Options,105022
401(k),186115
401(k),82585
401(k),175048
Paid Time Off,185677
Stock Options,156697
401(k),162212
Stock Options,174619
Health Insurance,83841
401(k),94832
Remote Work,125252
Remote Work,163520
401(k),195919
Paid Time Off,101183
Paid Time Off,93917
Health Insurance,154810
401(k),166531
Remote Work,141416
Paid Time Off,154177
Remote Work,157776
Paid Time Off,61315
401(k),112177
401(k),140185
Paid Time Off,88682
Paid Time Off,93553
401(k),67447
Stock Options,153625
Paid Time Off,148200
401(k),85942
Stock Options,162130
