name,country,city,zipcode,mv
SwiftWorks Technology,,"Alpharetta, GA",30004.0,
Comet Group,,"San Jose, CA",95101.0,
Murphy USA,,"Whitehouse Station, NJ",8889.0,
Covalent Logic,,"Baton Rouge, LA",70801.0,
Advantage Tech,,Topeka Metropolitan Area,,
Radiansys Inc.,,"Oakland, CA",94601.0,
Radiansys Inc.,,"Sacramento, CA",95811.0,
Kane Partners LLC,,"Oregon, United States",,
Unity Search,,"Austin, TX",78701.0,
STAND 8 Technology Services,,"Trenton, NJ",8608.0,
ATR International,,"Denver, CO",80202.0,
Hixen Search Group,,"Columbus, OH",43085.0,
"Dominion Realty Group, LLC",,"Coral Springs, FL",33065.0,
,,"Pasadena, CA",91101.0,
KAK Industry,,"Albany, MO",64402.0,
Tennessee Board of Regents (TBR),,"Nashville, TN",37201.0,
Cloudinity Inc,,"Harrisburg, PA",17101.0,
EDF Trading,,"Houston, TX",77002.0,
Marmon Aerospace & Defense®,,"Hooksett, NH",3106.0,
Atlas Bolt & Screw Company,,"Ashland, OH",44805.0,
Irving Knight Group,,"Virginia, United States",,
Helen Keller Intl,,United States,,
Maynard Nexsen PC,,"Birmingham, AL",35203.0,
Dahl Consulting,,"Irving, TX",75038.0,
Scion Executive Search,,"Marin County, CA",93933.0,
GoHealth Urgent Care,,"New Haven, CT",6510.0,
Trident Consulting ,,"Bethesda, MD",20814.0,
TekWissen ®,,"Wichita, KS",67202.0,
Accentuate Staffing,,"Rocky Mount, NC",27801.0,
Career Search International,,"Boston, MA",2108.0,
Michael Kors,,"Tulare, CA",93274.0,
Vaco,,"Memphis, TN",38103.0,
The Fountain Group,,"Waukegan, IL",60085.0,
Morph Enterprise,,"Lansing, MI",48906.0,
"Routeware, Inc.",,United States,,
Wings Over Virginia Hospice,,"Norfolk, VA",23502.0,
The Judge Group,,"Atlanta, GA",30303.0,
Salas O'Brien,,"Corona, CA",92878.0,
Olympia Pharmaceuticals,,"Orlando, FL",32801.0,
eTeam,,"Atlanta, GA",30303.0,
Tata Consultancy Services,,"Rockville, MD",20850.0,
Dalke and Sons Construction,,"Riverside, CA",92501.0,
SKILL BIRD,,"Cleveland, OH",44102.0,
"Connect Search, LLC",,"Roselle, IL",60172.0,
Engtal,,"Massachusetts, United States",,
Robert Half,,Greater St. Louis,,
Engineered Combustion Systems,,"Royal Oak, MI",48067.0,
LHH,,"Buffalo Grove, IL",60089.0,
Confidential,,Denver Metropolitan Area,,
LHH,,"Addison, IL",60101.0,
Aimic Inc,,"Woodlawn, MD",,
Hub Technology Group,,"Boston, MA",2108.0,
"GenStar Insurance Services, LLC",,"Stamford, CT",6901.0,
Falcon Smart IT (FalconSmartIT),,"New Jersey, United States",,
The Green Recruitment Company,,"Denver, CO",80202.0,
Higgs Fletcher & Mack,,"California, United States",,
Mustang Special Utility District,,"Aubrey, TX",76227.0,
Ginger Labs,,"San Francisco, CA",94101.0,
My Rental Spot,,"California, United States",,
Idexcel,,"McLean, VA",22101.0,
The Job Network,,"Massillon, OH",44646.0,
The Job Network,,"Mountain View, CA",94040.0,
Alibi Security,,United States,,
EyeCare Partners,,"Richmond, VA",23219.0,
EyeCare Partners,,"Elizabethtown, KY",42701.0,
CodeForce 360,,United States,,
,,"Englewood, CO",80110.0,
ComTec Information Systems (IT),,"Austin, TX",78701.0,
"Magellan Financial & Insurance Services, Inc.",,"Las Vegas, NV",89101.0,
Nexien Inc.,,"Huntington Beach, CA",92646.0,
"LegacyGenix, LLC",,"Minnesota, United States",,
Snap Inc.,,"Santa Monica, CA",90401.0,
Cardinal Integrated Technologies Inc,,"Wayne, PA",19087.0,
Burnett Specialists Staffing | Recruiting,,"North Houston, TX",77315.0,
EyeCare Partners,,"Moore, OK",73852.0,
Felhaber Larson,,"Minneapolis, MN",55401.0,
Smart IT Frame LLC,,"Columbus, OH",43085.0,
Brooksource,,Greater Tampa Bay Area,,
EyeCare Partners,,"St Charles, MO",63301.0,
Ambient Consulting,,"Minnetonka, MN",55345.0,
The Job Network,,"Westfield, NJ",7090.0,
TransWest,,"Seattle, WA",98101.0,
SpanIdea Systems,,"Newark, CA",94560.0,
Savvas Learning Company,,United States,,
NAES Corporation,,"Houston, TX",77002.0,
"Butterfield Trail Village, Inc.",,"Fayetteville, GA",30214.0,
Yazaki North America,,"Canton, MI",48187.0,
The Clorox Company,,"Sunrise, FL",,
"Yoh, A Day & Zimmermann Company",,"Charlotte, NC",28202.0,
Perkins Restaurant & Bakery,,"Kansas City, MO",64101.0,
Compass Group USA,,United States,,
HCL Global Systems Inc,,"Charlotte, NC",28202.0,
Codebase Inc,,United States,,
"Geotemps, Inc. / Geopros, Inc.",,"Reno, NV",89501.0,
American Board of Internal Medicine,,"Philadelphia, PA",19102.0,
"Key Corporate Services, LLC",,"Oregon, United States",,
Office of Environmental Health Hazard Assessment (OEHHA),,"California, United States",,
"Southern Building Group, Inc.",,"Oakwood, GA",30566.0,
BALENCIAGA,,"Beverly Hills, CA",90210.0,
Autobahn Consultants,,"Cleveland, OH",44102.0,
Marcus & Millichap,,"Los Angeles, CA",90001.0,
Aims Community College,,"Windsor, CO",80550.0,
LILT,,San Francisco Bay Area,,
ZealoTech People,,"Huntsville, AL",35801.0,
Brewer Morris,,"Philadelphia, PA",19102.0,
GA Telesis,,"Miami, FL",33122.0,
Global Recruiters of Richmond (GRN),,"Philadelphia, PA",19102.0,
De Lacy Executive Recruitment North America,,"North Carolina, United States",,
Amherst College,,"Amherst, MA",1002.0,
Sumeru Inc,,"San Leandro, CA",94577.0,
Expert Enterprise Utah,,Salt Lake City Metropolitan Area,,
GFL Environmental Inc.,,"Southfield, MI",48033.0,
Michael Page,,"Fremont, CA",94536.0,
Modern Acquisitions,,"Greenville-Washington, North Carolina Area",,
WellNow Urgent Care,,"Park Ridge, IL",60068.0,
WellNow Urgent Care,,"St Charles, IL",60174.0,
WellNow Urgent Care,,"Hamburg, NY",14075.0,
WellNow Urgent Care,,"Latham, NY",12110.0,
Acquire,,Raleigh-Durham-Chapel Hill Area,,
Chicken of the Sea,,"Pittsburgh, PA",15201.0,
Marcus & Millichap,,"Fort Lauderdale, FL",33301.0,
Tilt Network,,United States,,
Grupa,,United States,,
Atlantic Group,,"Berks County, PA",,
DCCA,,"Aurora, CO",80010.0,
Selby Jennings,,"Miami, FL",33122.0,
Robert Half,,"Miami, FL",33122.0,
FitzMark,,"Indianapolis, IN",46201.0,
Green Key Resources,,"Philadelphia, PA",19102.0,
WellNow Urgent Care,,"West Seneca, NY",14586.0,
Office of the New York State Attorney General,,"New York, NY",10001.0,
Blattner,,"Florence, AZ",85132.0,
AgCareers.com,,"Montross, VA",22520.0,
Innovative Renal Care,,"Augusta, GA",30901.0,
Innovative Renal Care,,"Pineville, KY",40977.0,
Fact Finders Pro,,"Seattle, WA",98101.0,
The Vine Partners (Pty) Ltd.,,"Manhattan, NY",,
Assembly Health,,"Chicago, IL",60601.0,
Anderson Frank,,"Raleigh, NC",27601.0,
Alphanumeric Systems,,"Lake Mary, FL",32746.0,
GFL Environmental Inc.,,"Lebanon, MO",65536.0,
GFL Environmental Inc.,,"Springfield, MO",65802.0,
GFL Environmental Inc.,,"Elizabeth City, NC",27909.0,
Brewer Morris,,"Florida, United States",,
Menasha Corporation,,"York, PA",17401.0,
Avtale Solutions,,"Miami, FL",33122.0,
Carroll Engineering Corporation,,"Allentown, PA",18101.0,
Enterprise Solutions Inc.,,"Plymouth County, MA",2360.0,
Morrow & Associates,,"Milwaukee, WI",53202.0,
Lamp Rynearson,,"Kansas City, MO",64101.0,
"Georgia IT, Inc.",,"Charlotte, NC",28202.0,
Vivent Health ,,"Austin, TX",78701.0,
Triveni IT,,"Rutherford, NJ",7070.0,
Knute Nelson,,"Park Rapids, MN",56470.0,
Russell Tobin,,"Anaheim, CA",92801.0,
Carroll Engineering Corporation,,"Philadelphia, PA",19102.0,
CompTIA,,"Downers Grove, IL",60515.0,
HCLTech,,"Seattle, WA",98101.0,
Alloy,,"New York, NY",10001.0,
Maxim Healthcare Services,,"Emeryville, CA",94608.0,
ApTask,,"Morristown, NJ",7960.0,
"Sterling 5, Inc.",,"Atlanta, GA",30303.0,
Cross Platform Developer,,United States,,
Carroll Engineering Corporation,,"Warrington, PA",18976.0,
Brewer Morris,,"Charlotte, NC",28202.0,
DHL Express,,"Los Angeles, CA",90001.0,
Max Mara Fashion Group,,"Chevy Chase, MD",20815.0,
CentiMark Corporation,,"Carrollton, TX",75006.0,
"DatamanUSA, LLC",,"Austin, TX",78701.0,
Infosys,,"Brentwood, TN",37027.0,
GA Telesis,,"Fort Lauderdale, FL",33301.0,
SK pharmteco,,"King of Prussia, PA",19406.0,
GFL Environmental Inc.,,"Sugar Land, TX",77478.0,
WellNow Urgent Care,,"Joliet, IL",60431.0,
GardaWorld,,"Frisco, TX",75033.0,
Oil and Gas Job Search Ltd,,"Big Spring, TX",79720.0,
Oil and Gas Job Search Ltd,,"Metairie, LA",70001.0,
Oil and Gas Job Search Ltd,,"Abilene, TX",79601.0,
Arthur Lawrence,,"New York, NY",10001.0,
US Tech Solutions,,"Duluth, GA",30096.0,
Oak Valley Community Bank,,"Sacramento, CA",95811.0,
Integrated Power Services,,"Riverview, FL",33569.0,
Panacea Direct Inc,,"San Antonio, TX",78201.0,
Legacy Engineering,,"Jacksonville, FL",32099.0,
Oil and Gas Job Search Ltd,,"Kittery, ME",3904.0,
GFL Environmental Inc.,,"Lutz, FL",33548.0,
GFL Environmental Inc.,,"Schererville, IN",46375.0,
Frankel Staffing Partners,,Raleigh-Durham-Chapel Hill Area,,
Platform Recruitment,,"California, United States",,
IMCS,,"Charlevoix, MI",49720.0,
SWI - Innovation Delivered,,"Providence, RI",2903.0,
DSJ Global,,"Virginia, United States",,
CentiMark Corporation,,"Chicago, IL",60601.0,
Oak Valley Community Bank,,"Oakdale, CA",95361.0,
i4DM,,United States,,
Leonardo DRS,,"Burnsville, MN",55306.0,
Dexian,,"Hollywood, FL",33019.0,
Mastek,,United States,,
UnityPoint Health,,"Grinnell, IA",50112.0,
Merlin Entertainments,,"Goshen, NY",10924.0,
"Team Builders Recruiting and Consulting, LLC",,"Long Beach, CA",90802.0,
"Team Builders Recruiting and Consulting, LLC",,"Los Angeles, California, United States",,
Elation Health,,United States,,
GFL Environmental Inc.,,"Whiteville, NC",28472.0,
Steel Nation,,"Canonsburg, PA",15317.0,
Ginnie Mae,,"Washington, DC",20001.0,
PALFINGER North America,,"Oklahoma City, OK",73102.0,
Oil and Gas Job Search Ltd,,"Alvin, TX",77511.0,
Oil and Gas Job Search Ltd,,"Kenedy County, TX",78119.0,
Tremco Commercial Sealants & Waterproofing,,Dallas-Fort Worth Metroplex,,
Valtofs Technologies,,"Long Beach, CA",90802.0,
Guzman Energy,,"Denver, CO",80202.0,
GDA,,"Houston, TX",77002.0,
Everest,,"New York, NY",10001.0,
Now Optics,,"Albuquerque, NM",87101.0,
"BMW of North America, LLC",,"Woodcliff Lake, NJ",7677.0,
Vets Pets,,"Louisburg, NC",27549.0,
Morrow & Associates,,"Chicago, IL",60601.0,
Genpact,,"Omaha, NE",68102.0,
Enterprise Engineering Inc. (EEI),,New York City Metropolitan Area,,
Amtex Systems Inc.,,"Austin, TX",78701.0,
Collabera,,"Dallas, TX",75201.0,
Thermo Systems,,"Sandston, VA",23150.0,
UnityPoint Health,,"Humboldt, IA",50548.0,
UnityPoint Health,,"Altoona, IA",50009.0,
Merlin Entertainments,,"Grapevine, TX",76051.0,
GITTC,,"San Diego, CA",92101.0,
Barclays,,"New York, NY",10001.0,
HSN,,"Tampa, FL",33602.0,
"Team Builders Recruiting and Consulting, LLC",,"Anaheim, CA",92801.0,
"Team Builders Recruiting and Consulting, LLC",,"West Hollywood, CA",90069.0,
"Team Builders Recruiting and Consulting, LLC",,"Los Angeles, CA",90001.0,
Incite Consulting,,New York City Metropolitan Area,,
Ghilotti Construction Company,,"Santa Rosa, CA",95401.0,
Mission Critical Partners,,United States,,
Green Key Resources,,"Columbus, OH",43085.0,
Marcus & Millichap,,"Portland, OR",97201.0,
Empower Professionals Inc,,"Salisbury, MD",21801.0,
Bowdoin College,,"Brunswick, ME",4011.0,
CRG,,"Archdale, NC",,
AgCareers.com,,"Waconia, MN",55387.0,
Northbound Executive Search,,New York City Metropolitan Area,,
Ignitec Inc,,"Elephant Butte, NM",,
Akkodis,,"Santa Monica, CA",90401.0,
InterEx Group,,"California, United States",,
Belcan,,"Aurora, OH",44202.0,
BAKKAVOR USA,,Charlotte Metro,,
Oak Valley Community Bank,,"Manteca, CA",95336.0,
Russell Tobin,,"New York, NY",10001.0,
Ztek Consulting,,"Greenfield, OH",45123.0,
ANDRITZ Feed and Biofuel,,"Starkville, MS",39759.0,
US Tech Solutions,,"New York, United States",,
Thermo Systems,,"Pataskala, OH",43062.0,
"PMO Partners, LLC",,United States,,
Genpact,,"Cincinnati, OH",45202.0,
Bloom Talent,,New York City Metropolitan Area,,
Veridic Solutions,,"Frisco, TX",75033.0,
Lexitas Legal Talent Outsourcing,,United States,,
Rosetta Bakery,,"Miami, FL",33122.0,
Michael Page,,Los Angeles Metropolitan Area,,
Clutch,,United States,,
SAXX,,"Portland, OR",97201.0,
Collabera,,"Bellevue, WA",98004.0,
Bloom Talent,,Los Angeles Metropolitan Area,,
Thermo Systems,,"Mansfield, TX",76063.0,
Pacific International Executive Search,,"Greater Los Angeles, CA",90001.0,
Bimbo Bakeries USA,,"Stamford, CT",6901.0,
TalentForge Solutions,,"California, United States",,
WSN,,"Tampa, FL",33602.0,
UnityPoint Health,,"Delhi, IA",52223.0,
Akkodis,,"Independence, OH",44131.0,
"Team Builders Recruiting and Consulting, LLC",,"Waterloo, IA",50701.0,
"Team Builders Recruiting and Consulting, LLC",,"San Diego, CA",92101.0,
Safety Center Incorporated,,"Woodland, CA",95695.0,
Ghilotti Construction Company,,"Ukiah, CA",95482.0,
Charter Global,,"Seattle, WA",98101.0,
Robert Half,,"Columbia, MD",21044.0,
VARITE INC,,United States,,
Robert Half,,"Pompano Beach, FL",33060.0,
Annonymous,,Greater Cleveland,,
"Bremer Whyte Brown & O'Meara, LLP",,"Newport Beach, CA",92660.0,
"ShoffnerKalthoff MES, Inc.",,Knoxville Metropolitan Area,,
Morrow & Associates,,"Atlanta, GA",30303.0,
US Tech Solutions,,"Los Angeles, CA",90001.0,
"SANS Consulting Services, Inc.",,"Chicago, IL",60601.0,
"Waffle House, Inc.",,"Indianapolis, IN",46201.0,
Airswift,,"Lake Charles, LA",70601.0,
,,"Riverside County, CA",92501.0,
,,"Huntsville, AL",35801.0,
Unicon Pharma Inc,,United States,,
McDowell Hetherington LLP,,"Houston, TX",77002.0,
"Team Builders Recruiting and Consulting, LLC",,"Santa Ana, CA",92701.0,
Allegis Group,,"Hanover, MD",21076.0,
eTeam,,"California, United States",,
Quest Global,,"Windsor Locks, CT",6096.0,
"Butterball, LLC",,"Mount Olive, NC",28365.0,
Metrologic Group - North America,,United States,,
VT Group (VTG),,"Charleston, SC",29401.0,
Augusta Health,,"Fishersville, VA",22939.0,
Zachry Group,,"Bartlesville, OK",74003.0,
Zachry Group,,"Juliette, GA",31046.0,
Zachry Group,,"Muleshoe, TX",79347.0,
Best High Technologies LLC (BHT),,"New Jersey, United States",,
WellSpan Health,,"Mount Gretna, PA",,
Michael Page,,"Minnesota, United States",,
"Primecare Home Care Services, Inc",,"Atlanta, GA",30303.0,
Verus,,"Seattle, WA",98101.0,
Aditi Consulting,,"Overland Park, KS",66204.0,
Harris County Toll Road Authority,,"Houston, TX",77002.0,
Cordia Resources by Cherry Bekaert,,"Tysons Corner, VA",24149.0,
CentiMark Corporation,,"Little Rock, AR",72201.0,
Confidential,,Greater Philadelphia,,
Abacus Solutions Group,,"Phoenix, AZ",85003.0,
US Tech Solutions,,"Littleton, CO",80120.0,
Airswift,,"Ingleside, TX",78362.0,
London Approach,,"Exton, PA",19341.0,
FTSi.Tech,,"Pittsburgh, PA",15201.0,
Robert Half,,"Apex, NC",27502.0,
HRUCKUS,,"Washington, DC",20001.0,
Ciena Healthcare,,"Mount Pleasant, MI",48858.0,
Ciena Healthcare,,"Milford, OH",45150.0,
Ciena Healthcare,,"Farmington Hills, MI",48331.0,
Zachry Group,,"Freeport, TX",77541.0,
Guardian,,"Portland, OR",97201.0,
Meet,,San Francisco Bay Area,,
"City of Delaware, OH",,"Delaware, OH",43015.0,
Anazala Family,,Los Angeles Metropolitan Area,,
The Judge Group,,"Williamsburg, VA",23185.0,
Thermo Systems,,"East Windsor, NJ",,
Equinix,,"Redwood City, CA",94061.0,
Bimbo Bakeries USA,,"Oconomowoc, WI",53066.0,
EC M&A,,"New York, NY",10001.0,
Breakaway Music Festival,,"Los Angeles, CA",90001.0,
"Team Builders Recruiting and Consulting, LLC",,"Burbank, CA",91501.0,
"Team Builders Recruiting and Consulting, LLC",,"Napa, CA",94558.0,
"Team Builders Recruiting and Consulting, LLC",,"San Gabriel, CA",91775.0,
"Team Builders Recruiting and Consulting, LLC",,"New York, NY",10001.0,
Carroll Engineering Corporation,,"Hillsborough, NJ",8844.0,
WebSphere Marketing,,"Los Angeles County, CA",90001.0,
Quest Global,,"Windsor, CT",6095.0,
Onward Robotics,,"Lawrenceville, PA",16929.0,
VT Group (VTG),,"Virginia Beach, VA",23451.0,
Best High Technologies LLC (BHT),,"Washington, United States",,
"LanceSoft, Inc.",,"San Antonio, TX",78201.0,
Andworx LLC,,"District of Columbia, United States",,
US Tech Solutions,,"Milpitas, CA",95035.0,
Aditi Consulting,,"Chandler, AZ",85224.0,
Aditi Consulting,,"Los Angeles, CA",90001.0,
Selby Jennings,,Nashville Metropolitan Area,,
"Jazwares, LLC",,"Sumner, WA",98390.0,
SSi People,,"Englewood, CO",80110.0,
Pride Health,,"Brooklyn, NY",11201.0,
Per Scholas,,"Cambridge, MA",2138.0,
Roha,,United States,,
Safelite,,"Manchester, CT",6040.0,
Yours Resources LLC,,"Rochester, MN",55901.0,
CPL,,"Fairport, NY",14450.0,
Regal Rexnord,,"East Aurora, NY",14052.0,
Oscar,,"Tampa, FL",33602.0,
"Team Builders Recruiting and Consulting, LLC",,"Accomac, VA",23301.0,
Eviden,,United States,,
Apex Service Partners,,Greater Chicago Area,,
The Venetian Resort Las Vegas,,Las Vegas Metropolitan Area,,
CertaSite,,"Greensburg, PA",15601.0,
"Perseus Group, Constellation Software",,United States,,
Barclays,,"Wilmington, DE",19801.0,
ChabezTech LLC,,"Bentonville, AR",72712.0,
"Q1 Technologies, Inc.",,"Irving, TX",75038.0,
Cloudinity Inc,,United States,,
JTC Group,,"Missouri, United States",,
Ciena Healthcare,,"Midlothian, VA",23112.0,
Ciena Healthcare,,"Hudsonville, MI",49426.0,
Ciena Healthcare,,"Ovid, MI",48866.0,
Guardian,,"Salem, OR",97301.0,
Lucas James Talent Partners,,"Waycross, GA",31501.0,
Michael Page,,"Houston, TX",77002.0,
Verus,,"San Francisco, CA",94101.0,
Onward Search,,Los Angeles Metropolitan Area,,
Veterinary Innovative Partners,,"Annandale, VA",22003.0,
Axcel Learning,,United States,,
Insight,,United States,,
Soliant,,"Atlanta, GA",30303.0,
Safelite,,"Lubbock, TX",79401.0,
StoneX Group Inc.,,"Kansas City, MO",64101.0,
Emerson,,"Pittsburgh, PA",15201.0,
State Street Global Advisors,,"Sacramento, CA",95811.0,
Georgia Department of Public Health,,"Dalton, GA",30720.0,
Global Lending Services LLC,,"Tempe, AZ",85281.0,
Westwood Professional Services,,"Lansdale, PA",19446.0,
Akkodis,,"Lincoln, Nebraska Metropolitan Area",,
Meduit | Driving Revenue Cycle Performance,,"Charlotte, NC",28202.0,
NLB Services,,New York City Metropolitan Area,,
NLB Services,,"King of Prussia, PA",19406.0,
"Aptino, Inc.",,"Austin, Texas Metropolitan Area",,
System Soft Technologies,,"Sacramento, CA",95811.0,
Peak Rentals,,"Greeley, CO",80631.0,
Ciena Healthcare,,"Galesburg, MI",49053.0,
Cloudinity Inc,,"Columbus, OH",43085.0,
United Software Group Inc,,"Louisville, KY",40202.0,
Michael Page,,"Illinois, United States",,
DSJ Global,,"Albany, New York Metropolitan Area",,
Tier4 Group,,Greater Tampa Bay Area,,
Colin McKenzie Consulting,,San Francisco Bay Area,,
Brightpath Associates LLC,,"Huntley, IL",60142.0,
Safelite,,"Plano, TX",75023.0,
Russell Tobin,,"San Francisco, CA",94101.0,
McLaren Health Care,,"Clarkston, MI",48346.0,
Emerson,,"Boston, MA",2108.0,
Safran,,"Walton, KY",41094.0,
Regal Rexnord,,"Downers Grove, IL",60515.0,
Elwyn,,"Phoenixville, PA",19460.0,
RDO Equipment Co.,,"Chandler, AZ",85224.0,
Midmark Corporation,,"Leesburg, OH",45135.0,
Northside Hospital,,"Sandy Springs, GA",31801.0,
GSK,,"Durham, NC",27701.0,
Ultra Clean Technology,,"Hillsboro, OR",97123.0,
Cook Children's Health Care System,,"Grapevine, TX",76051.0,
Tata Consultancy Services,,"Columbus, IN",47201.0,
Tata Consultancy Services,,"Pleasanton, CA",94566.0,
USDM Life Sciences,,United States,,
LNCsearch,,"Nashville, TN",37201.0,
PTS Advance,,"New Prague, MN",56071.0,
Konectin Inc,,United States,,
Ciena Healthcare,,"Salisbury, NC",28144.0,
Southeast Handling Systems,,Raleigh-Durham-Chapel Hill Area,,
"Primecare Home Care Services, Inc",,"Albany, GA",31701.0,
Ciena Healthcare,,"Huber Heights, OH",44814.0,
Omaha Steaks,,"Omaha, NE",68102.0,
IMCS,,"New York, NY",10001.0,
Equinix,,"Frisco, TX",75033.0,
GYK Antler,,Greater Boston,,
Online Development,,"Knoxville, TN",37902.0,
MIGSO-PCUBED,,San Francisco Bay Area,,
Locke and McCloud,,United States,,
Alice L. Walton School of Medicine,,"Bentonville, AR",72712.0,
"QCR Holdings, Inc.",,"Ankeny, IA",50021.0,
411 Locals,,United States,,
Emerson,,"Eden Prairie, MN",55344.0,
Saxon AI,,"Lisle, IL",60532.0,
Corebridge Financial,,"Fresno, CA",93650.0,
DSJ Global,,"Nassau County, NY",12123.0,
Merchants Capital,,"Carmel, IN",46032.0,
Merchants Bank IN,,"Carmel, IN",46032.0,
Bournewood Health Systems,,"Brookline, MA",2445.0,
Cook Children's Health Care System,,"Austin, TX",78701.0,
Tata Consultancy Services,,"Pennington, NJ",8534.0,
Tata Consultancy Services,,"Sunnyvale, CA",94085.0,
Tata Consultancy Services,,"Chesterbrook, PA",19013.0,
Edward Jones,,"Dallas, TX",75201.0,
Edward Jones,,"Coppell, TX",75019.0,
Own Company,,"Englewood Cliffs, NJ",7632.0,
Natera,,"San Carlos, CA",94070.0,
"TRC Companies, Inc.",,"Portland, OR",97201.0,
"TRC Companies, Inc.",,"Lancaster, PA",17601.0,
Capgemini,,Los Angeles Metropolitan Area,,
VYZE INC,,"Spring, TX",77373.0,
Gresham Smith,,"Buford, GA",30518.0,
Ciena Healthcare,,"Fenton, MI",48430.0,
Ciena Healthcare,,"Whitmore Lake, MI",48189.0,
Ciena Healthcare,,"Midland, MI",48640.0,
US Tech Solutions,,"California, United States",,
Medix™,,"Los Angeles, CA",90001.0,
Computech Corporation,,"Purchase, NY",10577.0,
Confidential Company,,"Peachtree Corners, GA",30092.0,
